Preliminary Risk Category,Neighborhood,Address,City,State,Zip Code,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,Long/Lat
High Risk,Duwamish/SODO,1014 1st Ave S,Seattle,WA,98134,1907,4,Substantial Alteration,Commercial/Office,11-100,Google Street View,POINT (-122.33388 47.59376)
High Risk,Duwamish/SODO,1022 1st Ave S,Seattle,WA,98134,1909,4,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.33384 47.59313)
Medium Risk,Duwamish/SODO,2450 1st Ave S,Seattle,WA,98134,1937,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.33421 47.58035)
Medium Risk,Duwamish/SODO,3909 Airport Way S,Seattle,WA,98108,1908,2,No visible retrofit,Other Mixed Uses,11-100,Google Street View,POINT (-122.32266 47.56858)
Medium Risk,Duwamish/SODO,3913 Airport Way S,Seattle,WA,98108,1922,1,No visible retrofit,Industrial,1-10,Google Street View,POINT (-122.32266 47.56843)
High Risk,Duwamish/SODO,400 Occidental Ave S,Seattle,WA,98104,1900,6,Substantial Alteration,Commercial/Office,101+,Google Street View,POINT (-122.33288 47.59904)
High Risk,Duwamish/SODO,526 1st Ave S,Seattle,WA,98104,1909,5,Permitted Retrofit,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.3342 47.59792)
Medium Risk,Duwamish/SODO,2440 1st Ave S,Seattle,WA,98134,1927,1,Visible retrofit,Commercial,101+,Google Street View,POINT (-122.33356 47.58082)
Medium Risk,Duwamish/SODO,804 6th Ave S,Seattle,WA,98134,1924,2,No visible retrofit,Commercial/Office,11-100,Sandborn Insurance Maps,POINT (-122.32637 47.59553)
Medium Risk,Duwamish/SODO,617 S Dearborn St,Seattle,WA,98134,1915,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.32536 47.59566)
Medium Risk,Duwamish/SODO,83 S Jackson St,Seattle,WA,98104,1909,3,Substantial Alteration,Commercial/Office,101+,Permit Drawing Review,POINT (-122.33516 47.5992)
High Risk,Duwamish/SODO,2901 1st Ave S,Seattle,WA,98134,1927,1,Permitted Retrofit,Public Assembly,101+,Field Visit,POINT (-122.33425 47.57758)
High Risk,Duwamish/SODO,2915 1st Ave S,Seattle,WA,98134,1929,2,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.33474 47.57684)
High Risk,Duwamish/SODO,303 S Jackson St,Seattle,WA,98104,1906,3,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.33024 47.5987)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1920,1,No visible retrofit,Office,11-100,Field Visit,POINT (-122.32142 47.57656)
High Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1920,1,No visible retrofit,Public Assembly,101+,Sandborn Insurance Maps,POINT (-122.32142 47.57656)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1900,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32142 47.57656)
High Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,4,Substantial Alteration,Commercial,11-100,Field Visit,POINT (-122.32142 47.57656)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,3,Substantial Alteration,Commercial,11-100,Field Visit,POINT (-122.32142 47.57656)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,3,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32142 47.57656)
High Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,4,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32142 47.57656)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32142 47.57656)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32142 47.57656)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1900,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32142 47.57656)
High Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1939,7,Substantial Alteration,Residential,101+,Permit Drawing Review,POINT (-122.32142 47.57656)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,3,No visible retrofit,Industrial,1-10,Field Visit,POINT (-122.32142 47.57656)
Medium Risk,Duwamish/SODO,5050 1st Ave S,Seattle,WA,98134,1938,1,Substantial Alteration,Office,11-100,Google Street View,POINT (-122.33316 47.55638)
Medium Risk,Duwamish/SODO,5021 Colorado Ave S,Seattle,WA,98134,1930,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.33712 47.5567)
Medium Risk,Duwamish/SODO,3200 4th Ave S,Seattle,WA,98134,1928,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.32874 47.5751)
Medium Risk,Duwamish/SODO,3667 1st Ave S,Seattle,WA,98134,1948,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.33451 47.56929)
Medium Risk,Duwamish/SODO,4003 Airport Way S,Seattle,WA,98108,1911,3,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.32265 47.56783)
Medium Risk,Duwamish/SODO,4000 Airport Way S,Seattle,WA,98108,1926,1,No visible retrofit,Office,1-10,Sandborn Insurance Maps,POINT (-122.32244 47.56789)
Medium Risk,Duwamish/SODO,4715 6th Ave S,Seattle,WA,98108,1914,2,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.32675 47.56068)
Medium Risk,Duwamish/SODO,655 S Edmunds St,Seattle,WA,98108,1930,1,No visible retrofit,Industrial,1-10,Google Street View,POINT (-122.32495 47.55939)
Medium Risk,Duwamish/SODO,4809 Airport Way S,Seattle,WA,98108,1942,1,No visible retrofit,Industrial,1-10,Google Street View,POINT (-122.32347 47.55952)
Medium Risk,Duwamish/SODO,4786 1st Ave S,Seattle,WA,98134,1937,1,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.33335 47.55977)
Medium Risk,Duwamish/SODO,5300 Denver Ave S,Seattle,WA,98108,1953,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.32479 47.55468)
Medium Risk,Duwamish/SODO,4100 1st Ave S,Seattle,WA,98134,1941,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.33366 47.56667)
Medium Risk,Duwamish/SODO,1563 6th Ave S,Seattle,WA,98134,1931,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.32617 47.58889)
Medium Risk,Fauntleroy/Seaview,7101 California Ave SW,Seattle,WA,98136,1926,1,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.38729 47.53974)
Medium Risk,Fauntleroy/Seaview,7124 47th Ave SW,Seattle,WA,98136,1907,3,No visible retrofit,Office,11-100,Photos from Previous Surveys,POINT (-122.39236 47.5391)
Medium Risk,Fauntleroy/Seaview,6045 California Ave SW,Seattle,WA,98136,1926,1,No visible retrofit,Commercial,1-10,Field Visit,POINT (-122.38722 47.54715)
Medium Risk,Fauntleroy/Seaview,6501 California Ave SW,Seattle,WA,98136,1920,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.38723 47.54463)
Medium Risk,Fauntleroy/Seaview,9251 45th Ave SW,Seattle,WA,98136,1926,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.39024 47.5207)
High Risk,Fauntleroy/Seaview,6459 California Ave SW,Seattle,WA,98136,1928,1,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.38724 47.54505)
Medium Risk,Fauntleroy/Seaview,8603 Fauntleroy Way SW,Seattle,WA,98136,1940,1,No visible retrofit,Government,11-100,Field Visit,POINT (-122.39275 47.52599)
Medium Risk,Fauntleroy/Seaview,8603 Fauntleroy Way SW,Seattle,WA,98136,1940,1,No visible retrofit,Government,1-10,Field Visit,POINT (-122.39275 47.52599)
Medium Risk,Fauntleroy/Seaview,6056 California Ave SW,Seattle,WA,98136,1926,1,No visible retrofit,Office,1-10,Sandborn Insurance Maps,POINT (-122.38695 47.54687)
Critical Risk,Fauntleroy/Seaview,9131 California Ave SW,Seattle,WA,98136,1917,1,Permitted Retrofit,Schools,11-100,Permit Drawing Review,POINT (-122.38746 47.5219)
Critical Risk,Fauntleroy/Seaview,4320 SW Myrtle St,Seattle,WA,98136,1910,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.38849 47.54012)
Medium Risk,First Hill,105 14th Ave,Seattle,WA,98122,1910,3,Permitted Retrofit,Office,101+,Google Street View,POINT (-122.31414 47.60191)
Medium Risk,First Hill,124 13th Ave,Seattle,WA,98122,1918,4,Substantial Alteration,Residential,11-100,Google Street View,POINT (-122.31495 47.60247)
Medium Risk,First Hill,151 11th Ave,Seattle,WA,98122,1901,4,No visible retrofit,Residential,101+,Google Street View,POINT (-122.31821 47.60289)
High Risk,First Hill,160 Broadway,Seattle,WA,98122,1922,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.32019 47.60324)
Medium Risk,First Hill,420 Terry Ave,Seattle,WA,98104,1925,4,Permitted Retrofit,Residential,11-100,Google Street View-Rosettes,POINT (-122.32289 47.60518)
Medium Risk,First Hill,423 Terry Ave,Seattle,WA,98104,1911,5,Substantial Alteration,Residential,11-100,Google Street View,POINT (-122.32287 47.60488)
Medium Risk,First Hill,517 9th Ave,Seattle,WA,98104,1930,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32455 47.60536)
Medium Risk,First Hill,550 12th Ave,Seattle,WA,98122,1920,1,No visible retrofit,Commercial,11-100,,POINT (-122.31677 47.60699)
High Risk,First Hill,615 8th Ave,Seattle,WA,98104,1929,1,No visible retrofit,Public Assembly,101+,Sandborn Insurance Maps,POINT (-122.32623 47.60554)
High Risk,First Hill,613 9th Ave,Seattle,WA,98104,1886,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.32518 47.60603)
Medium Risk,First Hill,703 Columbia St,Seattle,WA,98104,1906,3,Visible retrofit,Office,11-100,Google Street View,POINT (-122.32799 47.6062)
High Risk,First Hill,805 Marion St,Seattle,WA,98104,1920,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32761 47.60733)
High Risk,First Hill,821 9th Ave,Seattle,WA,98104,1929,5,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32663 47.60762)
Medium Risk,First Hill,900 12th Ave,Seattle,WA,98122,1923,2,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.31678 47.61056)
Medium Risk,First Hill,901 6th Ave,Seattle,WA,98104,1907,7,Permitted Retrofit,Residential,11-100,Field Visit,POINT (-122.33016 47.60645)
Medium Risk,First Hill,903 9th Ave,Seattle,WA,98104,1906,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32685 47.60785)
Medium Risk,First Hill,912 12th Ave,Seattle,WA,98122,1930,1,Substantial Alteration,Commercial,11-100,Google Street View,POINT (-122.31678 47.61088)
Medium Risk,First Hill,1000 Madison St,Seattle,WA,98104,1930,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32605 47.60894)
Medium Risk,First Hill,1005 Terry Ave,Seattle,WA,98104,1908,7,No visible retrofit,Residential,101+,Google Street View,POINT (-122.3265 47.60914)
Medium Risk,First Hill,1017 Boren Ave,Seattle,WA,98104,1925,5,No visible retrofit,Residential,101+,Google Street View,POINT (-122.32582 47.6096)
Medium Risk,First Hill,1018 9th Ave,Seattle,WA,98104,1923,5,No visible retrofit,Residential,101+,Google Street View,POINT (-122.32777 47.60884)
Medium Risk,First Hill,1019 Terry Ave,Seattle,WA,98104,1924,6,Permitted Retrofit,Residential,101+,Google Street View,POINT (-122.32681 47.60947)
Medium Risk,First Hill,1020 Seneca St,Seattle,WA,98101,1925,6,No visible retrofit,Residential,101+,Google Street View,POINT (-122.32676 47.61062)
High Risk,First Hill,1100 Pike St,Seattle,WA,98101,1908,3,Substantial Alteration,Public Assembly,101+,Google Street View,POINT (-122.32872 47.61353)
Medium Risk,First Hill,1218 Terry Ave,Seattle,WA,98101,1925,5,No visible retrofit,Office,101+,Google Street View,POINT (-122.32806 47.61081)
Medium Risk,First Hill,1400 Boren Ave,Seattle,WA,98101,1925,4,No visible retrofit,Residential,101+,Field Visit,POINT (-122.3282 47.61266)
Medium Risk,First Hill,1420 Boren Ave,Seattle,WA,98101,1925,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.32855 47.61304)
Medium Risk,First Hill,1431 Minor Ave,Seattle,WA,98101,1909,7,Permitted Retrofit,Residential,101+,Google Street View,POINT (-122.32761 47.6137)
Medium Risk,First Hill,1016 Madison St,Seattle,WA,98104,1929,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.32548 47.60918)
Medium Risk,First Hill,452 12th Ave,Seattle,WA,98122,1923,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.31679 47.60568)
Medium Risk,First Hill,510 Broadway,Seattle,WA,98122,1908,3,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.32076 47.60655)
Critical Risk,First Hill,916 Broadway,Seattle,WA,98102,1894,4,Permitted Retrofit,Schools,101+,Field Visit,POINT (-122.32127 47.62739)
Medium Risk,First Hill,1006 Spring St,Seattle,WA,98104,1928,10,No visible retrofit,Residential,101+,Field Visit,POINT (-122.32671 47.60964)
High Risk,First Hill,803 Terry Ave,Seattle,WA,98104,1912,4,Visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.32516 47.6077)
Medium Risk,First Hill,1512 5th Ave,Seattle,WA,98101,1904,4,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.33595 47.61106)
Medium Risk,First Hill,1520 5th Ave,Seattle,WA,98101,1900,3,No visible retrofit,Commercial/Office,11-100,Permit Drawing Review,POINT (-122.33612 47.61124)
Medium Risk,First Hill,104 12th Ave,Seattle,WA,98122,1926,2,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.31678 47.60191)
Medium Risk,First Hill,1203 James St,Seattle,WA,98104,1925,3,Permitted Retrofit,Residential,11-100,Permit Drawing Review,POINT (-122.32131 47.60701)
Medium Risk,First Hill,901 Madison St,Seattle,WA,98104,1908,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.32661 47.60897)
Medium Risk,First Hill,823 Madison St,Seattle,WA,98104,1902,4,No visible retrofit,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.32756 47.60832)
High Risk,First Hill,1119 8th Ave,Seattle,WA,98101,1916,3,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.32958 47.60916)
Medium Risk,First Hill,1210 9th Ave,Seattle,WA,98101,1945,3,No visible retrofit,Office,101+,Sandborn Insurance Maps,POINT (-122.32896 47.61016)
Medium Risk,First Hill,1317 Boren Ave,Seattle,WA,98101,1925,5,No visible retrofit,Residential,11-100,Permit Drawing Review,POINT (-122.32759 47.61197)
Medium Risk,First Hill,804 9th Ave,Seattle,WA,98104,1910,3,No visible retrofit,Residential,11-100,Permit Drawing Review,POINT (-122.32625 47.6072)
High Risk,First Hill,808 9th Ave,Seattle,WA,98104,1904,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.32621 47.60715)
High Risk,Fremont,619 N 36th St,Seattle,WA,98103,1909,3,Permitted Retrofit,Public Assembly,101+,Photos from Previous Surveys,POINT (-122.3504 47.6514)
High Risk,Fremont,708 N 35th St,Seattle,WA,98103,1907,4,Visible retrofit,Residential,11-100,Google Street View,POINT (-122.34951 47.65046)
Medium Risk,Fremont,1604 N 34th St,Seattle,WA,98103,1926,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.33836 47.64805)
Medium Risk,Fremont,3400 Phinney Ave N,Seattle,WA,98103,1905,1,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.3538 47.65081)
Medium Risk,Fremont,3414 Fremont Ave N,Seattle,WA,98103,1909,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.34985 47.65008)
Medium Risk,Fremont,3515 Fremont Ave N,Seattle,WA,98103,1911,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.34992 47.65115)
Critical Risk,Fremont,3921 Linden Ave N,Seattle,WA,98103,1892,3,Permitted Retrofit,Schools,101+,Google Street View,POINT (-122.34893 47.65443)
Medium Risk,Fremont,4316 Fremont Ave N,Seattle,WA,98103,1923,1,No visible retrofit,Commercial,1-10,Field Visit,POINT (-122.3496 47.65973)
Medium Risk,Fremont,3600 Wallingford Ave N,Seattle,WA,98103,1928,1,Visible retrofit,Office,11-100,Google Street View,POINT (-122.33632 47.65068)
Medium Risk,Fremont,3640 Wallingford Ave N,Seattle,WA,98103,1920,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.33631 47.6517)
Medium Risk,Fremont,4252 Fremont Ave N,Seattle,WA,98103,1909,2,Permitted Retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.35002 47.65884)
Medium Risk,Fremont,615 N 35th St,Seattle,WA,98103,1907,2,No visible retrofit,Commercial,101+,Photos from Previous Surveys,POINT (-122.35045 47.65064)
Medium Risk,Fremont,731 N 35th St,Seattle,WA,98103,1911,1,Permitted Retrofit,Government,11-100,Sandborn Insurance Maps,POINT (-122.34834 47.65029)
Medium Risk,Georgetown,1205 S Vale St,Seattle,WA,98108,1914,2,No visible retrofit,Commercial/Residential,101+,Sandborn Insurance Maps,POINT (-122.31714 47.54921)
Medium Risk,Georgetown,1210 S Bailey St,Seattle,WA,98108,1928,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.31679 47.54786)
Medium Risk,Georgetown,5245 East Marginal Way S,Seattle,WA,98134,1919,1,No visible retrofit,Industrial,11-100,Permit Drawing Review,POINT (-122.33973 47.55467)
Medium Risk,Georgetown,5605 Corson Ave S,Seattle,WA,98108,1906,2,No visible retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,POINT (-122.31998 47.55199)
Medium Risk,Georgetown,5813 Airport Way S,Seattle,WA,98108,1905,2,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.31827 47.55027)
Medium Risk,Georgetown,6107 13th Ave S,Seattle,WA,98108,1940,1,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.3161 47.54826)
Medium Risk,Georgetown,6111 13th Ave S,Seattle,WA,98108,1929,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.31611 47.54819)
Medium Risk,Georgetown,6200 13th Ave S,Seattle,WA,98108,1909,2,Visible retrofit,Commercial,11-100,White Card Permit Records,POINT (-122.31564 47.54754)
Medium Risk,Georgetown,5501 Airport Way S,Seattle,WA,98108,1906,2,No visible retrofit,Office,11-100,Google Street View,POINT (-122.32106 47.55329)
Medium Risk,Georgetown,5625 Airport Way S,Seattle,WA,98108,1924,1,Substantial Alteration,Commercial,101+,Google Street View,POINT (-122.31919 47.55156)
Medium Risk,Georgetown,1223 S Bailey St,Seattle,WA,98108,1928,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.31708 47.54784)
Medium Risk,Georgetown,6124 12th Ave S,Seattle,WA,98108,1922,1,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.31724 47.54792)
Medium Risk,Georgetown,5421 1st Ave S,Seattle,WA,98108,1941,1,No visible retrofit,Industrial,1-10,Permit Drawing Review,POINT (-122.33454 47.5539)
High Risk,Georgetown,5800 4th Ave S,Seattle,WA,98108,1938,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.32911 47.55063)
Medium Risk,Georgetown,421 S River St,Seattle,WA,98108,1941,2,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.32888 47.54367)
Medium Risk,Georgetown,6285 Airport Way S,Seattle,WA,98108,1905,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31356 47.54664)
Medium Risk,Green Lake,307 NE Maple Leaf Pl,Seattle,WA,98115,1922,2,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.32586 47.68082)
Medium Risk,Green Lake,7203 Woodlawn Ave NE,Seattle,WA,98115,1921,1,No visible retrofit,Commercial,11-100,White Card Permit Records,POINT (-122.32481 47.68068)
Critical Risk,Green Lake,520 NE Ravenna Blvd,Seattle,WA,98115,1927,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.3229 47.677)
High Risk,Green Lake,2253 N 56th St,Seattle,WA,98103,1928,1,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.33151 47.66906)
Medium Risk,Green Lake,6423 Latona Ave NE,Seattle,WA,98115,1907,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.32546 47.67571)
Medium Risk,Green Lake,7200 East Green Lake Dr N,Seattle,WA,98115,1927,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.32577 47.68057)
Medium Risk,Green Lake,7301 Roosevelt Way NE,Seattle,WA,98115,1931,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.31769 47.68192)
High Risk,Green Lake,7312 West Green Lake Dr N,Seattle,WA,98103,1927,1,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.33991 47.68224)
Medium Risk,Green Lake,7706 Aurora Ave N,Seattle,WA,98103,1930,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.34444 47.68504)
Critical Risk,Green Lake,7901 Stone Ave N,Seattle,WA,98103,1913,2,Substantial Alteration,Schools,101+,Google Street View,POINT (-122.34179 47.68634)
Medium Risk,Green Lake,8061 Densmore Ave N,Seattle,WA,98103,1929,1,Permitted Retrofit,Government,11-100,Google Street View,POINT (-122.33776 47.68852)
Medium Risk,Green Lake,410 NE 72nd St,Seattle,WA,98115,1923,1,No visible retrofit,Commercial,1-10,Field Visit,POINT (-122.32435 47.68095)
Medium Risk,Green Lake,6403 Roosevelt Way NE,Seattle,WA,98115,1929,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.31737 47.67515)
Medium Risk,Green Lake,7200 Woodlawn Ave NE,Seattle,WA,98115,1912,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.32477 47.68062)
High Risk,Green Lake,7364 East Green Lake Dr N,Seattle,WA,98115,1910,2,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.32699 47.68152)
High Risk,Green Lake,7400 Woodlawn Ave NE,Seattle,WA,98115,1918,2,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.3269 47.68236)
High Risk,Green Lake,7220 Woodlawn Ave NE,Seattle,WA,98115,1921,2,Permitted Retrofit,Public Assembly,101+,Google Street View,POINT (-122.32504 47.68101)
Medium Risk,Green Lake,6315 Roosevelt Way NE,Seattle,WA,98115,1940,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.31736 47.67461)
Medium Risk,Green Lake,5201 Green Lake Way N,Seattle,WA,98103,0,1,No visible retrofit,Government,1-10,Field Visit,POINT (-122.34064 47.66636)
Medium Risk,Green Lake,316 NE 72nd St,Seattle,WA,98115,1930,2,No visible retrofit,Commercial/Residential,11-100,Permit Drawing Review,POINT (-122.3251 47.68043)
Medium Risk,Green Lake,7918 Aurora Ave N,Seattle,WA,98103,1929,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.34424 47.68694)
Critical Risk,Greenwood/Phinney Ridge,120 N 79th St,Seattle,WA,98117,1922,3,Substantial Alteration,Schools,101+,Permit Drawing Review,POINT (-122.35763 47.68622)
Critical Risk,Greenwood/Phinney Ridge,144 NW 80th St,Seattle,WA,98117,1908,3,Permitted Retrofit,Schools,101+,Photos from Previous Surveys,POINT (-122.35933 47.68717)
High Risk,Greenwood/Phinney Ridge,6615 Dayton Ave N,Seattle,WA,98103,1917,3,Permitted Retrofit,Public Assembly,101+,Google Street View,POINT (-122.35265 47.6774)
Medium Risk,Greenwood/Phinney Ridge,7223 Aurora Ave N,Seattle,WA,98103,1926,1,No visible retrofit,Commercial,1-10,Google Street View,POINT (-122.34509 47.68156)
Medium Risk,Greenwood/Phinney Ridge,7619 6th Ave NW,Seattle,WA,98117,1927,1,No visible retrofit,Office,1-10,Sandborn Insurance Maps,POINT (-122.36332 47.68455)
Medium Risk,Greenwood/Phinney Ridge,7900 1st Ave NW,Seattle,WA,98103,1931,2,Substantial Alteration,Residential,11-100,History Link,POINT (-122.35797 47.68635)
Medium Risk,Greenwood/Phinney Ridge,8408 Greenwood Ave N,Seattle,WA,98103,1927,1,Permitted Retrofit,Commercial,11-100,Sandborn Insurance Maps,POINT (-122.35495 47.6899)
Medium Risk,Greenwood/Phinney Ridge,8417 Greenwood Ave N,Seattle,WA,98103,1945,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.35533 47.69035)
Medium Risk,Greenwood/Phinney Ridge,8500 Greenwood Ave N,Seattle,WA,98103,1928,2,No visible retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.35533 47.69077)
Medium Risk,Greenwood/Phinney Ridge,8558 Greenwood Ave N,Seattle,WA,98103,1928,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.35481 47.69125)
Medium Risk,Greenwood/Phinney Ridge,213 N 85th St,Seattle,WA,98103,1919,3,No visible retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,POINT (-122.35587 47.69043)
Medium Risk,Greenwood/Phinney Ridge,6001 Phinney Ave N,Seattle,WA,98103,1920,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.35438 47.67265)
Medium Risk,Greenwood/Phinney Ridge,7411 Aurora Ave N,Seattle,WA,98103,1923,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.34462 47.68316)
Medium Risk,Greenwood/Phinney Ridge,7601 Greenwood Ave N,Seattle,WA,98103,1928,1,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.35531 47.68423)
Medium Risk,Greenwood/Phinney Ridge,8410 Greenwood Ave N,Seattle,WA,98103,1927,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.35477 47.6903)
Medium Risk,Greenwood/Phinney Ridge,8516 Greenwood Ave N,Seattle,WA,98103,1925,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.35533 47.69077)
Medium Risk,Greenwood/Phinney Ridge,8537 Greenwood Ave N,Seattle,WA,98103,1926,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.35533 47.69163)
Medium Risk,Greenwood/Phinney Ridge,8550 Greenwood Ave N,Seattle,WA,98103,1928,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.3547 47.69125)
Medium Risk,Greenwood/Phinney Ridge,7503 Aurora Ave N,Seattle,WA,98103,1929,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.34462 47.68344)
Medium Risk,Greenwood/Phinney Ridge,7700 6th Ave NW,Seattle,WA,98117,1928,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.36332 47.68491)
Medium Risk,Greenwood/Phinney Ridge,7613 Greenwood Ave N,Seattle,WA,98103,1928,1,No visible retrofit,Commercial,1-10,Photos from Previous Surveys,POINT (-122.35531 47.68443)
High Risk,Greenwood/Phinney Ridge,7800 Greenwood Ave N,Seattle,WA,98103,1922,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.35531 47.68575)
High Risk,Greenwood/Phinney Ridge,121 N 80th St,Seattle,WA,98103,1931,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.3575 47.68695)
High Risk,Greenwood/Phinney Ridge,8580 Greenwood Ave N,Seattle,WA,98103,1928,1,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.35534 47.69225)
